rnd,dato,kamp,res,tilskuere,dommer,season,modstander,mean_tilskuere,kategori,mean_tilskuere_saeson,vff_mal,modstander_mal,vff_mal_kampen_foer,saeson,runde,tilskuere_1,ar,hold,d10_tilskuere,d7_tilskuere,d3_tilskuere,kort,langt,navn,stadion,sponsor_stadion_navn,tilskuere_2,rnd_1,dato_1,kamp_1,hjemme,ude,res_1,tilskuere_3,dommer_1,dato_num,dag,maned,ar_start,ar_slut,ar_1,match_date,saeson_1,kickoff,holiday_name,is_holiday,weekday_num,dagstype,kickoff_hour,kamp_tid,regn_1h_for,regn_dag,temp_kamp,vind_1h,vindstod_1h,skydaekke_kamp,regn_1h_kat,regn_dag_kat,temp_kamp_kat,vind_1h_kat,vindstod_1h_kat,skydaekke_kamp_kat,dato_index,vff_maal_from_res,modstander_maal_from_res
29,2022-05-09,VFF - VB,2-2,3649,Jakob Kehlet,2021/2022,VB,3865.8,B,4768.875,2,2,1,2021/2022,29,3649,2022,VFF-VB,1666,2798,3079,VB,Vejle B,Vejle Boldklub,Vejle Stadion,Vejle Stadion,11060,29,9.05,VFF - VB,VFF,VB,2 - 2,3.649,Jakob Kehlet,9.05,9,5,2021,2022,2022,19121,2021/2022,1652115600,Ingen,0,1,Hverdag,19,Aften,0,0,17.857142857142858,5.4,9.55,0,Ingen regn før kamp,Tør dag,Mildt,Mellem vind,Mellem vindstød,Solrigt,09/05/2022,2,2
31,2022-05-15,VFF - AGF,1-0,4691,Peter KjÃ¦rsgaard,2021/2022,AGF,4917.59375,A,4768.875,1,0,2,2021/2022,31,4691,2022,VFF-AGF,1628,2792,3920,AGF,AGF,Aarhus Gymnastikforening,Vejlby Stadium,Vejlby Stadium,12000,31,15.05,VFF - AGF,VFF,AGF,1 - 0,4.691,Peter KjÃ¦rsgaard,15.05,15,5,2021,2022,2022,19127,2021/2022,1652637600,Ingen,0,7,Weekend,20,Aften,0,0,13.785714285714286,3.8499999999999996,7.5,0,Ingen regn før kamp,Tør dag,Mildt,Svag vind,Let vindstød,Solrigt,15/05/2022,1,0
1,2022-07-17,VFF - AaB,2-1,4681,Mads Kristoffersen,2022/2023,AaB,4740.379310344828,A,6439.375,2,1,1,2022/2023,1,4681,2022,VFF-AaB,2187,3130,3824,AaB,AaB,Aalborg Boldspilklub af 1885,Aalborg Stadion,Aalborg Portland Park,13600,1,17.07,VFF - AaB,VFF,AaB,2 - 1,4.681,Mads Kristoffersen,17.07,17,7,2022,2023,2022,19190,2022/2023,1658059200,Ingen,0,7,Weekend,14,Eftermiddag,0,0,18.942857142857143,6.45,9.55,78.57142857142857,Ingen regn før kamp,Tør dag,Varmt,Mellem vind,Mellem vindstød,Overskyet,17/07/2022,2,1
3,2022-07-31,VFF - FCK,4-2,6064,Jonas Hansen,2022/2023,FCK,5108.321428571429,A,6439.375,4,2,2,2022/2023,3,6064,2022,VFF-FCK,3095,4410,5262,FCK,FC København,Football Club København,Parken,Parken,38065,3,31.07,VFF - FCK,VFF,FCK,4 - 2,6.064,Jonas Hansen,31.07,31,7,2022,2023,2022,19204,2022/2023,1659276000,Ingen,0,7,Weekend,16,Eftermiddag,0,0,18.95714285714286,3.5999999999999996,7.25,100,Ingen regn før kamp,Tør dag,Varmt,Svag vind,Let vindstød,Overskyet,31/07/2022,4,2
5,2022-08-14,VFF - SIF,2-0,5806,Michael Tykgaard,2022/2023,SIF,3875.1538461538466,B,6439.375,2,0,4,2022/2023,5,5806,2022,VFF-SIF,3228,3746,5262,SIF,Silkeborg IF,Silkeborg Idrætsforening,JYSK Park,JYSK Park,10000,5,14.08,VFF - SIF,VFF,SIF,2 - 0,5.806,Michael Tykgaard,14.08,14,8,2022,2023,2022,19218,2022/2023,1660478400,Ingen,0,7,Weekend,14,Eftermiddag,0,0,28.185714285714287,4.6,7.699999999999999,80,Ingen regn før kamp,Tør dag,Varmt,Mellem vind,Let vindstød,Overskyet,14/08/2022,2,0
7,2022-08-28,VFF - LBK,2-1,3491,Jakob Kehlet,2022/2023,LBK,2988.5294117647054,D,6439.375,2,1,2,2022/2023,7,3491,2022,VFF-LBK,1324,2032,2948,LBK,Lyngby BK,Lyngby Boldklub af 1921,Lyngby Stadion,Lyngby Stadion,10100,7,28.08,VFF - LBK,VFF,LBK,2 - 1,3.491,Jakob Kehlet,28.08,28,8,2022,2023,2022,19232,2022/2023,1661688000,Ingen,0,7,Weekend,14,Eftermiddag,0.6,0.6,20.257142857142856,2.05,4.6,81.42857142857143,Let regn før kamp,Lidt regn i løbet af dag,Varmt,Svag vind,Let vindstød,Overskyet,28/08/2022,2,1
9,2022-09-12,VFF - ACH,2-1,4067,Mads Kristoffersen,2022/2023,ACH,3517.4285714285716,C,6439.375,2,1,2,2022/2023,9,4067,2022,VFF-ACH,1589,2381,3520,ACH,AC Horsens,Alliance Club Horsens,Horsens Idrætspark),Nordstern Arena Horsens,10495,9,12.09,VFF - ACH,VFF,ACH,2 - 1,4.067,Mads Kristoffersen,12.09,12,9,2022,2023,2022,19247,2022/2023,1663002000,Ingen,0,1,Hverdag,19,Aften,0,0,17.8,4.35,9,91.42857142857143,Ingen regn før kamp,Tør dag,Mildt,Mellem vind,Mellem vindstød,Overskyet,12/09/2022,2,1
10,2022-09-18,VFF - BIF,0-0,8632,Jakob A. Sundberg,2022/2023,BIF,6615.142857142857,A,6439.375,0,0,2,2022/2023,10,8632,2022,VFF-BIF,3572,5437,7492,BIF,Brøndby IF,Brøndbyernes Idrætsforening,Brøndby Stadion,Vilfort Park,28000,10,18.09,VFF - BIF,VFF,BIF,0 - 0,8.632,Jakob A. Sundberg,18.09,18,9,2022,2023,2022,19253,2022/2023,1663509600,Ingen,0,7,Weekend,16,Eftermiddag,0.4,0.6000000000000001,13.314285714285715,4.9,9.25,83.57142857142857,Let regn før kamp,Lidt regn i løbet af dag,Mildt,Mellem vind,Mellem vindstød,Overskyet,18/09/2022,0,0
13,2022-10-16,VFF - OB,0-0,4909,Sandi Putros,2022/2023,OB,3524.217391304348,C,6439.375,0,0,0,2022/2023,13,4909,2022,VFF-OB,1943,3393,4442,OB,Odense Boldklub,Odense Boldklub,Odense Stadion,Nature Energy Park,15790,13,16.1,VFF - OB,VFF,OB,0 - 0,4.909,Sandi Putros,16.1,16,10,2022,2023,2022,19281,2022/2023,1665921600,Ingen,0,7,Weekend,14,Eftermiddag,0,6.6,12.985714285714286,10.3,18,36.42857142857143,Ingen regn før kamp,Våd dag,Mildt,Kraftig vind,Kraftige vindstød,Let overskyet,16/10/2022,0,0
16,2022-11-06,VFF - AGF,1-1,7399,JÃ¸rgen Daugbjerg,2022/2023,AGF,4917.59375,A,6439.375,1,1,0,2022/2023,16,7399,2022,VFF-AGF,3084,4926,6505,AGF,AGF,Aarhus Gymnastikforening,Vejlby Stadium,Vejlby Stadium,12000,16,6.11,VFF - AGF,VFF,AGF,1 - 1,7.399,JÃ¸rgen Daugbjerg,6.11,6,11,2022,2023,2022,19302,2022/2023,1667739600,Ingen,0,7,Weekend,14,Eftermiddag,0,1.2,12.657142857142857,3.35,6.45,72.85714285714286,Ingen regn før kamp,Lidt regn i løbet af dag,Mildt,Svag vind,Let vindstød,Overskyet,06/11/2022,1,1
18,2023-02-20,VFF - FCM,0-4,7218,Jacob Karlsen,2022/2023,FCM,5296.0526315789475,A,6439.375,0,4,1,2022/2023,18,7218,2023,VFF-FCM,3180,3854,5920,FCM,FC Midtjylland,Football Club Midtjylland,MCH Arena,MCH Arena,12148,18,20.02,VFF - FCM,VFF,FCM,0 - 4,7.218,Jacob Karlsen,20.02,20,2,2022,2023,2023,19408,2022/2023,1676916000,Ingen,0,1,Hverdag,19,Aften,0,1,6.357142857142857,10.3,15.7,90,Ingen regn før kamp,Lidt regn i løbet af dag,Koldt,Kraftig vind,Kraftige vindstød,Overskyet,20/02/2023,0,4
20,2023-03-05,VFF - RFC,2-2,5923,Jakob Kehlet,2022/2023,RFC,5100.875,A,6439.375,2,2,0,2022/2023,20,5923,2023,VFF-RFC,2300,3551,4933,RFC,Randers FC,Randers Football Club,Cepheus Park Randers,Cepheus Park Randers,10300,20,5.03,VFF - RFC,VFF,RFC,2 - 2,5.923,Jakob Kehlet,5.03,5,3,2022,2023,2023,19421,2022/2023,1678021200,Ingen,0,7,Weekend,14,Eftermiddag,0,0,2.857142857142857,3.6,7.449999999999999,0,Ingen regn før kamp,Tør dag,Koldt,Svag vind,Let vindstød,Solrigt,05/03/2023,2,2
21,2023-03-12,VFF - FCN,1-1,5934,JÃ¸rgen Daugbjerg,2022/2023,FCN,4216.444444444444,B,6439.375,1,1,2,2022/2023,21,5934,2023,VFF-FCN,3292,3745,4933,FCN,FC Nordsjælland,Football Club Nordsjælland,Farum Park,Right to Dream Park,10300,21,12.03,VFF - FCN,VFF,FCN,1 - 1,5.934,JÃ¸rgen Daugbjerg,12.03,12,3,2022,2023,2023,19428,2022/2023,1678626000,Ingen,0,7,Weekend,14,Eftermiddag,0,0,2.0428571428571427,4.85,9.3,95.71428571428571,Ingen regn før kamp,Tør dag,Koldt,Mellem vind,Mellem vindstød,Overskyet,12/03/2023,1,1
24,2023-04-09,VFF - AGF,0-1,7533,Aydin Uslu,2022/2023,AGF,4917.59375,A,6439.375,0,1,1,2022/2023,24,7533,2023,VFF-AGF,3358,4996,6452,AGF,AGF,Aarhus Gymnastikforening,Vejlby Stadium,Vejlby Stadium,12000,24,9.04,VFF - AGF,VFF,AGF,0 - 1,7.533,Aydin Uslu,9.04,9,4,2022,2023,2023,19456,2022/2023,1681048800,Påskedag,1,7,Weekend,16,Eftermiddag,0,0,14.314285714285715,3.6,6.95,50.714285714285715,Ingen regn før kamp,Tør dag,Mildt,Svag vind,Let vindstød,Let overskyet,09/04/2023,0,1
24,2023-04-09,VFF - AGF,0-1,7533,Aydin Uslu,2022/2023,AGF,4917.59375,A,6439.375,0,1,1,2022/2023,24,7533,2023,VFF-AGF,3432,4256,6489,AGF,AGF,Aarhus Gymnastikforening,Vejlby Stadium,Vejlby Stadium,12000,24,9.04,VFF - AGF,VFF,AGF,0 - 1,7.533,Aydin Uslu,9.04,9,4,2022,2023,2023,19456,2022/2023,1681048800,Påskedag,1,7,Weekend,16,Eftermiddag,0,0,14.314285714285715,3.6,6.95,50.714285714285715,Ingen regn før kamp,Tør dag,Mildt,Svag vind,Let vindstød,Let overskyet,09/04/2023,0,1
26,2023-04-23,VFF - FCN,1-0,5966,JÃ¸rgen Daugbjerg,2022/2023,FCN,4216.444444444444,B,6439.375,1,0,0,2022/2023,26,5966,2023,VFF-FCN,2837,3098,5185,FCN,FC Nordsjælland,Football Club Nordsjælland,Farum Park,Right to Dream Park,10300,26,23.04,VFF - FCN,VFF,FCN,1 - 0,5.966,JÃ¸rgen Daugbjerg,23.04,23,4,2022,2023,2023,19470,2022/2023,1682251200,Ingen,0,7,Weekend,14,Eftermiddag,0,0,12.814285714285715,4.6,8.2,66.42857142857143,Ingen regn før kamp,Tør dag,Mildt,Mellem vind,Mellem vindstød,Let overskyet,23/04/2023,1,0
27,2023-04-30,VFF - RFC,3-1,6542,Jonas Hansen,2022/2023,RFC,5100.875,A,6439.375,3,1,1,2022/2023,27,6542,2023,VFF-RFC,2957,4174,5458,RFC,Randers FC,Randers Football Club,Cepheus Park Randers,Cepheus Park Randers,10300,27,30.04,VFF - RFC,VFF,RFC,3 - 1,6.542,Jonas Hansen,30.04,30,4,2022,2023,2023,19477,2022/2023,1682856000,Ingen,0,7,Weekend,14,Eftermiddag,0,0,8.685714285714285,5.1,9.25,90,Ingen regn før kamp,Tør dag,Koldt,Mellem vind,Mellem vindstød,Overskyet,30/04/2023,3,1
30,2023-05-21,VFF - BIF,1-1,9342,Peter KjÃ¦rsgaard,2022/2023,BIF,6615.142857142857,A,6439.375,1,1,3,2022/2023,30,9342,2023,VFF-BIF,4141,5733,7883,BIF,Brøndby IF,Brøndbyernes Idrætsforening,Brøndby Stadion,Vilfort Park,28000,30,21.05,VFF - BIF,VFF,BIF,1 - 1,9.342,Peter KjÃ¦rsgaard,21.05,21,5,2022,2023,2023,19498,2022/2023,1684677900,Ingen,0,7,Weekend,16,Eftermiddag,0,0,21.416666666666668,4.6,8.8,52.5,Ingen regn før kamp,Tør dag,Varmt,Mellem vind,Mellem vindstød,Let overskyet,21/05/2023,1,1
31,2023-05-29,VFF - FCK,1-2,9523,Morten Krogh,2022/2023,FCK,5108.321428571429,A,6439.375,1,2,1,2022/2023,31,9523,2023,VFF-FCK,5010,5801,8397,FCK,FC København,Football Club København,Parken,Parken,38065,31,29.05,VFF - FCK,VFF,FCK,1 - 2,9.523,Morten Krogh,29.05,29,5,2022,2023,2023,19506,2022/2023,1685368800,2. Pinsedag,1,1,Hverdag,16,Eftermiddag,0,0,14.114285714285714,7.2,11.05,0,Ingen regn før kamp,Tør dag,Mildt,Mellem vind,Mellem vindstød,Solrigt,29/05/2023,1,2
2,2023-07-28,VFF - LBK,2-2,4485,Lasse LÃ¦bel Graagaard,2023/2024,LBK,2988.5294117647054,D,6370.6875,2,2,1,2023/2024,2,4485,2023,VFF-LBK,1968,2774,3826,LBK,Lyngby BK,Lyngby Boldklub af 1921,Lyngby Stadion,Lyngby Stadion,10100,2,28.07,VFF - LBK,VFF,LBK,2 - 2,4.485,Lasse LÃ¦bel Graagaard,28.07,28,7,2023,2024,2023,19566,2023/2024,1690563600,Ingen,0,5,Hverdag,19,Aften,0,0,21.285714285714285,2.6,5.1,15.714285714285714,Ingen regn før kamp,Tør dag,Varmt,Svag vind,Let vindstød,Solrigt,28/07/2023,2,2
4,2023-08-14,VFF - HIF,0-0,6141,Peter KjÃ¦rsgaard,2023/2024,HIF,4336.333333333333,B,6370.6875,0,0,2,2023/2024,4,6141,2023,VFF-HIF,2358,3966,5124,HIF,Hvidovre IF,Hvidovre Idrætsforening,Hvidovre Stadion,Pro Ventilation Arena,12000,4,14.08,VFF - HIF,VFF,HIF,0 - 0,6.141,Peter KjÃ¦rsgaard,14.08,14,8,2023,2024,2023,19583,2023/2024,1692032400,Ingen,0,1,Hverdag,19,Aften,0,0,21.785714285714285,3.6,7.2,61.42857142857143,Ingen regn før kamp,Tør dag,Varmt,Svag vind,Let vindstød,Let overskyet,14/08/2023,0,0
5,2023-08-21,VFF - VB,2-1,6010,Jakob Kehlet,2023/2024,VB,3865.8,B,6370.6875,2,1,0,2023/2024,5,6010,2023,VFF-VB,2824,3904,5346,VB,Vejle B,Vejle Boldklub,Vejle Stadion,Vejle Stadion,11060,5,21.08,VFF - VB,VFF,VB,2 - 1,6.01,Jakob Kehlet,21.08,21,8,2023,2024,2023,19590,2023/2024,1692637200,Ingen,0,1,Hverdag,19,Aften,0,0,21.15714285714286,4.85,7.2,2.857142857142857,Ingen regn før kamp,Tør dag,Varmt,Mellem vind,Let vindstød,Solrigt,21/08/2023,2,1
8,2023-09-15,VFF - FCM,2-2,8663,Aydin Uslu,2023/2024,FCM,5296.0526315789475,A,6370.6875,2,2,2,2023/2024,8,8663,2023,VFF-FCM,3742,5382,7425,FCM,FC Midtjylland,Football Club Midtjylland,MCH Arena,MCH Arena,12148,8,15.09,VFF - FCM,VFF,FCM,2 - 2,8.663,Aydin Uslu,15.09,15,9,2023,2024,2023,19615,2023/2024,1694797200,Ingen,0,5,Hverdag,19,Aften,0,0,17.871428571428574,2.6,4.9,6.428571428571429,Ingen regn før kamp,Tør dag,Mildt,Svag vind,Let vindstød,Solrigt,15/09/2023,2,2
10,2023-10-01,VFF - AGF,2-1,7244,Jacob Karlsen,2023/2024,AGF,4917.59375,A,6370.6875,2,1,2,2023/2024,10,7244,2023,VFF-AGF,3066,3938,5980,AGF,AGF,Aarhus Gymnastikforening,Vejlby Stadium,Vejlby Stadium,12000,10,1.1,VFF - AGF,VFF,AGF,2 - 1,7.244,Jacob Karlsen,1.1,1,10,2023,2024,2023,19631,2023/2024,1696176000,Ingen,0,7,Weekend,18,Aften,0,0.2,14.271428571428572,2.6,4.6,100,Ingen regn før kamp,Lidt regn i løbet af dag,Mildt,Svag vind,Let vindstød,Overskyet,01/10/2023,2,1
12,2023-10-22,VFF - FCN,0-2,5354,Morten Krogh,2023/2024,FCN,4216.444444444444,B,6370.6875,0,2,2,2023/2024,12,5354,2023,VFF-FCN,2115,3029,4897,FCN,FC Nordsjælland,Football Club Nordsjælland,Farum Park,Right to Dream Park,10300,12,22.1,VFF - FCN,VFF,FCN,0 - 2,5.354,Morten Krogh,22.1,22,10,2023,2024,2023,19652,2023/2024,1697983200,Ingen,0,7,Weekend,16,Eftermiddag,0,0,11.357142857142858,2.85,5.95,100,Ingen regn før kamp,Tør dag,Mildt,Svag vind,Let vindstød,Overskyet,22/10/2023,0,2
14,2023-11-05,VFF - SIF,2-1,5650,Lasse LÃ¦bel Graagaard,2023/2024,SIF,3875.1538461538466,B,6370.6875,2,1,0,2023/2024,14,5650,2023,VFF-SIF,2667,3189,4616,SIF,Silkeborg IF,Silkeborg Idrætsforening,JYSK Park,JYSK Park,10000,14,5.11,VFF - SIF,VFF,SIF,2 - 1,5.65,Lasse LÃ¦bel Graagaard,5.11,5,11,2023,2024,2023,19666,2023/2024,1699189200,Ingen,0,7,Weekend,14,Eftermiddag,0,1.5,9.928571428571429,2.35,5.15,92.85714285714286,Ingen regn før kamp,Lidt regn i løbet af dag,Koldt,Svag vind,Let vindstød,Overskyet,05/11/2023,2,1
16,2023-11-25,VFF - FCK,2-1,6661,Jakob Kehlet,2023/2024,FCK,5108.321428571429,A,6370.6875,2,1,2,2023/2024,16,6661,2023,VFF-FCK,2938,4438,5303,FCK,FC København,Football Club København,Parken,Parken,38065,16,25.11,VFF - FCK,VFF,FCK,2 - 1,6.661,Jakob Kehlet,25.11,25,11,2023,2024,2023,19686,2023/2024,1700935200,Ingen,0,6,Weekend,19,Aften,0,0,0.11428571428571428,2.6,5.15,80.71428571428571,Ingen regn før kamp,Tør dag,Koldt,Svag vind,Let vindstød,Overskyet,25/11/2023,2,1
18,2024-02-16,VFF - OB,1-2,5774,Jens Maae,2023/2024,OB,3524.217391304348,C,6370.6875,1,2,2,2023/2024,18,5774,2024,VFF-OB,2752,3582,4504,OB,Odense Boldklub,Odense Boldklub,Odense Stadion,Nature Energy Park,15790,18,16.02,VFF - OB,VFF,OB,1 - 2,5.774,Jens Maae,16.02,16,2,2023,2024,2024,19769,2023/2024,1708106400,Ingen,0,5,Hverdag,19,Aften,0,1.1,6.214285714285714,6.45,11.3,100,Ingen regn før kamp,Lidt regn i løbet af dag,Koldt,Mellem vind,Mellem vindstød,Overskyet,16/02/2024,1,2
20,2024-03-03,VFF - RFC,3-0,6557,Antoniou Menelaos,2023/2024,RFC,5100.875,A,6370.6875,3,0,1,2023/2024,20,6557,2024,VFF-RFC,2872,4221,5761,RFC,Randers FC,Randers Football Club,Cepheus Park Randers,Cepheus Park Randers,10300,20,3.03,VFF - RFC,VFF,RFC,3 - 0,6.557,Antoniou Menelaos,3.03,3,3,2023,2024,2024,19785,2023/2024,1709470800,Ingen,0,7,Weekend,14,Eftermiddag,0,0,7.585714285714285,6.2,9.25,100,Ingen regn før kamp,Tør dag,Koldt,Mellem vind,Mellem vindstød,Overskyet,03/03/2024,3,0
21,2024-03-10,VFF - BIF,1-2,7876,Mikkel Redder,2023/2024,BIF,6615.142857142857,A,6370.6875,1,2,3,2023/2024,21,7876,2024,VFF-BIF,3278,4414,6604,BIF,Brøndby IF,Brøndbyernes Idrætsforening,Brøndby Stadion,Vilfort Park,28000,21,10.03,VFF - BIF,VFF,BIF,1 - 2,7.876,Mikkel Redder,10.03,10,3,2023,2024,2024,19792,2023/2024,1710090000,Ingen,0,7,Weekend,18,Aften,0,0,3.0142857142857142,7.699999999999999,11.850000000000001,97.14285714285714,Ingen regn før kamp,Tør dag,Koldt,Mellem vind,Mellem vindstød,Overskyet,10/03/2024,1,2
23,2024-03-31,VFF - HIF,3-1,5405,Peter KjÃ¦rsgaard,2023/2024,HIF,4336.333333333333,B,6370.6875,3,1,1,2023/2024,23,5405,2024,VFF-HIF,2780,3281,4579,HIF,Hvidovre IF,Hvidovre Idrætsforening,Hvidovre Stadion,Pro Ventilation Arena,12000,23,31.03,VFF - HIF,VFF,HIF,3 - 1,5.405,Peter KjÃ¦rsgaard,31.03,31,3,2023,2024,2024,19813,2023/2024,1711893600,Påskedag,1,7,Weekend,16,Eftermiddag,0,0,8.77142857142857,1.8,3.35,87.85714285714286,Ingen regn før kamp,Tør dag,Koldt,Svag vind,Let vindstød,Overskyet,31/03/2024,3,1
26,2024-04-21,VFF - LBK,2-1,6713,Jakob Kehlet,2023/2024,LBK,2988.5294117647054,D,6370.6875,2,1,3,2023/2024,26,6713,2024,VFF-LBK,2927,4412,5816,LBK,Lyngby BK,Lyngby Boldklub af 1921,Lyngby Stadion,Lyngby Stadion,10100,26,21.04,VFF - LBK,VFF,LBK,2 - 1,6.713,Jakob Kehlet,21.04,21,4,2023,2024,2024,19834,2023/2024,1713700800,Ingen,0,7,Weekend,14,Eftermiddag,0,0,9.385714285714286,4.6,9,71.42857142857143,Ingen regn før kamp,Tør dag,Koldt,Mellem vind,Mellem vindstød,Overskyet,21/04/2024,2,1
27,2024-04-28,VFF - RFC,0-0,6826,Jacob Karlsen,2023/2024,RFC,5100.875,A,6370.6875,0,0,2,2023/2024,27,6826,2024,VFF-RFC,3405,4255,5739,RFC,Randers FC,Randers Football Club,Cepheus Park Randers,Cepheus Park Randers,10300,27,28.04,VFF - RFC,VFF,RFC,0 - 0,6.826,Jacob Karlsen,28.04,28,4,2023,2024,2024,19841,2023/2024,1714305600,Ingen,0,7,Weekend,14,Eftermiddag,0,0,19.82857142857143,6.7,12.100000000000001,59.285714285714285,Ingen regn før kamp,Tør dag,Varmt,Mellem vind,Mellem vindstød,Let overskyet,28/04/2024,0,0
29,2024-05-12,VFF - VB,1-2,6107,JÃ¸rgen Daugbjerg,2023/2024,VB,3865.8,B,6370.6875,1,2,0,2023/2024,29,6107,2024,VFF- VB,2371,3824,4898,VB,Vejle B,Vejle Boldklub,Vejle Stadion,Vejle Stadion,11060,29,12.05,VFF - VB,VFF,VB,1 - 2,6.107,JÃ¸rgen Daugbjerg,12.05,12,5,2023,2024,2024,19855,2023/2024,1715515200,Ingen,0,7,Weekend,14,Eftermiddag,0,0,18.571428571428573,4.6,8,4.285714285714286,Ingen regn før kamp,Tør dag,Varmt,Mellem vind,Mellem vindstød,Solrigt,12/05/2024,1,2
32,2024-05-25,VFF - OB,2-1,6465,Jacob Karlsen,2023/2024,OB,3524.217391304348,C,6370.6875,2,1,1,2023/2024,32,6465,2024,VFF- OB,2755,4061,5110,OB,Odense Boldklub,Odense Boldklub,Odense Stadion,Nature Energy Park,15790,32,25.05,VFF - OB,VFF,OB,2 - 1,6.465,Jacob Karlsen,25.05,25,5,2023,2024,2024,19868,2023/2024,1716642000,Ingen,0,6,Weekend,15,Eftermiddag,0,0,19.271428571428572,3.6,6.95,90,Ingen regn før kamp,Tør dag,Varmt,Svag vind,Let vindstød,Overskyet,25/05/2024,2,1
1,2024-07-21,VFF - BIF,3-3,7658,Lasse LÃ¦bel Graagaard,2024/2025,BIF,6615.142857142857,A,6456.8125,3,3,2,2024/2025,1,7658,2024,VFF-BIF,3341,5259,6471,BIF,Brøndby IF,Brøndbyernes Idrætsforening,Brøndby Stadion,Vilfort Park,28000,1,21.07,VFF - BIF,VFF,BIF,3 - 3,7.658,Lasse LÃ¦bel Graagaard,21.07,21,7,2024,2025,2024,19925,2024/2025,1721577600,Ingen,0,7,Weekend,18,Aften,0,0,26.085714285714285,3.8499999999999996,6.45,87.85714285714286,Ingen regn før kamp,Tør dag,Varmt,Svag vind,Let vindstød,Overskyet,21/07/2024,3,3
4,2024-08-12,VFF - AaB,2-3,6852,Mads Kristoffersen,2024/2025,AaB,4740.379310344828,A,6456.8125,2,3,3,2024/2025,4,6852,2024,VFF-AaB,2946,4135,5910,AaB,AaB,Aalborg Boldspilklub af 1885,Aalborg Stadion,Aalborg Portland Park,13600,4,12.08,VFF - AaB,VFF,AaB,2 - 3,6.852,Mads Kristoffersen,12.08,12,8,2024,2025,2024,19947,2024/2025,1723482000,Ingen,0,1,Hverdag,19,Aften,0,0,22.142857142857142,1.55,4.6,0,Ingen regn før kamp,Tør dag,Varmt,Svag vind,Let vindstød,Solrigt,12/08/2024,2,3
6,2024-08-26,VFF - LBK,1-0,5816,Jakob Kehlet,2024/2025,LBK,2988.5294117647054,D,6456.8125,1,0,2,2024/2025,6,5816,2024,VFF-LBK,3021,3852,4532,LBK,Lyngby BK,Lyngby Boldklub af 1921,Lyngby Stadion,Lyngby Stadion,10100,6,26.08,VFF - LBK,VFF,LBK,1 - 0,5.816,Jakob Kehlet,26.08,26,8,2024,2025,2024,19961,2024/2025,1724691600,Ingen,0,1,Hverdag,19,Aften,0,0,18.042857142857144,5.4,8.8,32.857142857142854,Ingen regn før kamp,Tør dag,Varmt,Mellem vind,Mellem vindstød,Let overskyet,26/08/2024,1,0
9,2024-09-20,VFF - FCN,3-2,6290,Sandi Putros,2024/2025,FCN,4216.444444444444,B,6456.8125,3,2,1,2024/2025,9,6290,2024,VFF-FCN,2824,4230,5450,FCN,FC Nordsjælland,Football Club Nordsjælland,Farum Park,Right to Dream Park,10300,9,20.09,VFF - FCN,VFF,FCN,3 - 2,6.29,Sandi Putros,20.09,20,9,2024,2025,2024,19986,2024/2025,1726851600,Ingen,0,5,Hverdag,19,Aften,0,0,18.742857142857144,2.6,4.1,0,Ingen regn før kamp,Tør dag,Varmt,Svag vind,Let vindstød,Solrigt,20/09/2024,3,2
11,2024-10-06,VFF - AGF,1-1,8351,Mikkel Redder,2024/2025,AGF,4917.59375,A,6456.8125,1,1,3,2024/2025,11,8351,2024,VFF-AGF,3864,4821,7273,AGF,AGF,Aarhus Gymnastikforening,Vejlby Stadium,Vejlby Stadium,12000,11,6.1,VFF - AGF,VFF,AGF,1 - 1,8.351,Mikkel Redder,6.1,6,10,2024,2025,2024,20002,2024/2025,1728223200,Ingen,0,7,Weekend,16,Eftermiddag,0,0,13.314285714285715,3.35,6.45,92.85714285714286,Ingen regn før kamp,Tør dag,Mildt,Svag vind,Let vindstød,Overskyet,06/10/2024,1,1
13,2024-10-27,VFF - SJF,4-2,6227,Aydin Uslu,2024/2025,SJF,3854.4166666666665,C,6456.8125,4,2,1,2024/2025,13,6227,2024,VFF-SJF,2501,3967,5608,NA,NA,NA,NA,NA,NA,13,27.1,VFF - SJF,VFF,SJF,4 - 2,6.227,Aydin Uslu,27.1,27,10,2024,2025,2024,20023,2024/2025,1730041200,Ingen,0,7,Weekend,16,Eftermiddag,0,2,10.642857142857142,6.7,10.55,37.857142857142854,Ingen regn før kamp,Lidt regn i løbet af dag,Mildt,Mellem vind,Mellem vindstød,Let overskyet,27/10/2024,4,2
15,2024-11-10,VFF - FCM,1-0,8513,Sandi Putros,2024/2025,FCM,5296.0526315789475,A,6456.8125,1,0,4,2024/2025,15,8513,2024,VFF-FCM,3512,5372,7340,FCM,FC Midtjylland,Football Club Midtjylland,MCH Arena,MCH Arena,12148,15,10.11,VFF - FCM,VFF,FCM,1 - 0,8.513,Sandi Putros,10.11,10,11,2024,2025,2024,20037,2024/2025,1731250800,Ingen,0,7,Weekend,16,Eftermiddag,0,0.2,5.214285714285714,1.25,3.1,95.71428571428571,Ingen regn før kamp,Lidt regn i løbet af dag,Koldt,Svag vind,Let vindstød,Overskyet,10/11/2024,1,0
